Encrypted_Text,Cipher_Type
Zrwvmu riec nwv uzpivmcly napvc. Zrc mpiswaeu Xevsiv,Affine
Zdv slwwlhg ri Pdfehwk: pduub kh zdv ghdg:,Caesar
Mqc fspjsat kv Cqmxudd: iqbno du sqc towt:,Vigenère
XNTQKSSKKCHPORHDKLCORMNDCFXNTBIMBZ,Playfair
Wpioatmy  da ite fMceh ar ewsda:std b:rhae,Rail Fence
Oiu fwzzwcx ah Qisnczr: qippy rc oiu xcix:,Affine
"Dqg wkh uljkw ydoldqw Edqtxr zdon'g wrr odwh,",Caesar
"Qdn jra bewrp fwbswdd Lkjgek gwbu't pey bkpu,",Vigenère
RAKZCFAKFYPZMSSBRQIBYWVMXNTEKZAVMPRSIU,Playfair
"Atrtltn ktl,n h ih ain aqowl' o aedegvaBuadot",Rail Fence
"Ivx zrc pwmrz jilwivz Nivkea oilg'x zaa lizc,",Affine
"Zkrp brx pdb vdb (li'w sohdvh brx) Iohdqv nloo'g,",Caesar
"Mxyi ikk iqi iku (ev'p zhukou uee) Jhukji gyvh'n,",Vigenère
VYNOHNMCNBXBBGKPQPIMLIHNVEULRATIESTC,Playfair
"W    'leulsl,hmyumysy(ftpes o)Fen ildooaai ay ak'",Rail Fence
"Oraq yae qiy uiy (wh'z flciuc yae) Hlcivu gwll'x,",Affine
Iru Iohdqv iohg: Phq pxvw qrw zdonh wrr odwh.,Caesar
Veb Pvaqxo phun: Qad ikcp xkj sqvgu pey bkpu.,Vigenère
PHOKULRAPIULCRGMCMTLANQZMSEFPRMPRSIU,Playfair
FFnl  ttltl.o lasfe:Mnms o ak o aere deunweot,Rail Fence
Hap Hlcivu hlcx: Qcv qeuz vaz oilgc zaa lizc.,Affine
"Zkr fdqqrw zdqw wkh wkrxjkw, krz prqvwurxv",Caesar
"Mxy skjdyp gwdd jra ddeecxd, rkm iexojbkkc",Vigenère
VYMHRAANQZRASZPDKLFHWEDPFHUNNATLMNXL,Playfair
"Wcoattg  suh antwn h huh,hwmntoson teotoor",Rail Fence
"Ora sivvaz oivz zrc zraemrz, rao qavuzpaeu",Affine
"Lw zdv iru Pdofroph, dqg iru Grqdoedqh",Caesar
"Yj sqc vyn Qwbmkbwa, wdn vyn Hkdkhrkju",Vigenère
KSXNPINMORUEMPCLRAHKNMHRARSCRAIU,Playfair
"Iaoal   antwsfrMlom,adfrDnlae   cenoob",Rail Fence
"Wz oiu hap Qilsalqc, ivx hap Xavilnivc",Affine
"Wr nloo wkhlu judflrxv Idwkhu? Gdpqhg Idfw,",Caesar
"Je gyvh ddusn qnqmeeeo Jwjrah? Nkidoz Jwsd,",Vigenère
PREKSUPLCFKAKNMBFAXLIOPDKMBROAKCIODL,Playfair
"Titrauaradcokl hi rcosFte?Dme at legi h nF,",Rail Fence
"Za gwll zrcwp mpiswaeu Hizrcp? Xiqvcx Hisz,",Affine
Krz lw glg juhhxh Pdfehwk? Glg kh qrw vwudljkw,Caesar
Xeg yd tsz qnuoqu Cqmxudd? Tyn xo dyp cphkewrp,Vigenère
FHXGZKKBKNIULMLCMBCIPDBKCYGMRPTLMRKIDP,Playfair
Hiirechietrho tddgeu abt?Ddh o tagtw  eMe  nsi,Rail Fence
Rao wz xwx mpccec Qisnczr? Xwx rc vaz uzpiwmrz,Affine
"Lq slrxv udjh, wkh wzr gholqtxhqwv whduh,",Caesar
"Yd lyyqi nqqa, pxo jgk nabsjgeaddo daqba,",Vigenère
GASFMVTANIKLCFQZRHLUGALWGMLTLKRMIU,Playfair
"Ii ehweqte,nposrg,tetodlnunstae ua   ie r",Rail Fence
"Wv fwaeu pimc, zrc zoa xclwvkecvzu zcipc,",Affine
"Wkdw zhuh wkh Vodxhv ri gulqnh, dqg wkudoohv ri vohhsh?",Caesar
"Jxkp gaho jra Whqeai kv zhsjao, kjt pxbwbvai kv oboafo?",Vigenère
PDRSUGMKPDILSMMLPAKHAKRGIMRYPDMRSUULPAIPULFLIU,Playfair
"T eea dkatl sphtwr h luso rne n halso leeaetSefi,drefe?",Rail Fence
"Zriz ocpc zrc Uliecu ah xpwvgc, ivx zrpillcu ah ulccfc?",Affine
"Zdv qrw wkdw Qreob grqh? L, dqg zlvhob wrr:",Caesar
"Mqc dyp ddqd Xyxbi tyju? S, qxz geioho pey:",Vigenère
XNQARPPDRSANCSBCNAFKRAYZSXLUDQAVAV,Playfair
"Wnt lo awloa o htNbydn?I n ieytostao e,ds :",Rail Fence
"Oiu vaz zriz Vanly xavc? W, ivx owucly zaa:",Affine
Iru 'wzrxog kdxh dqjhu'g dqb khduw dolxh,Caesar
Veb 'dseeht dqea kjwon'n qxu raqbp khyea,Vigenère
PHDZVNMUCYMXIMYQKMBRYGCFRMSRSEML,Playfair
F'uh e  rlo tol aeagrdayhataierwdun'ne u,Rail Fence
Hap 'zoaelx riec ivmcp'x ivy rcipz ilwec,Affine
"Wr khduh wkh phq ghqb'w. Vr wkdw L vdb,",Caesar
"Je duknu pxo coj nadi'j. Cy jrwj Y cwo,",Vigenère
PRCFRMKLCFCLRYGMDQPAPDRSSXNB,Playfair
"Te   y t aohaetemndn'.S htIsy rheetoa ,",Rail Fence
"Za rcipc zrc qcv xcvy'z. Ua zriz W uiy,",Affine
"Kh kd'v eruqh doo wklqjv zhoo, dqg L gr wklqnh,",Caesar
"Xu dq'o lkhxa khb pxsjwc mohb, qxz M ty jredua,",Vigenère
CFBOXINMMGMSPLBFYQQXLUSMRYKBRPBFRGIU,Playfair
"Habeli ln tkeh' on l hnswl,adId hne sratge  oi,",Rail Fence
"Rc ri'u napvc ill zrwvmu ocll, ivx W xa zrwvgc,",Affine
"Wkdw kdg kh Gxqfdqv Vrqqhv yqghu klv Nhb,",Caesar
"Jxkp rwt du Tkxyqxo Wkdxai rdnah dyc Uou,",Vigenère
PDRSBOCYKCWMBMAQPAAWMGPXRYKMBFTIGC,Playfair
"T  DaSen  ,hthdh ucn onsvdrhsKyaaensn eie",Rail Fence
"Zriz rix rc Xevsivu Uavvcu jvxcp rwu Gcy,",Affine
"(Dv, dqg'w sohdvh Khdxhq kh vkdoo qrw) wkhb vkrxog ilqgh",Caesar
"(Kc, kjt'p zhukou Xukqux xo irwbv dyp) pxou cdeeht byxzu",Vigenère
BXRAKZQPIMLICFMXGMCFPBMSQMRPPDGCPBMVTCGKRYIU,Playfair
"( 'lea slthsliA,adtpes eunh hl o)te hudfnesn aHeean yo d",Rail Fence
"(Iu, ivx'z flciuc Rciecv rc urill vaz) zrcy uraelx hwvxc",Affine
Zkdw 'wzhuh wr nloo d Idwkhu: Vr vkrxog Iohdqv.,Caesar
Mxkp 'pmonu pe gyvh k Pkpxon: Ie oxyqbn Pvaqxo.,Vigenère
VYRSQZKMKLRFESSMIOPDKMPAPBMVTCEPIMAQ,Playfair
W etiat: uFnht'wr okl  ahr osol lasate lFeShde.,Rail Fence
Oriz 'zocpc za gwll i Hizrcp: Ua uraelx Hlcivu.,Affine
"Exw shdfh; iru iurp eurdg zrugv, dqg fdxvh kh idbo'g",Caesar
"Rkd fowso; pkh bhyi lnekz gkhno, wdn skqio xo vkub'z",Vigenère
CXLQIMELPHOKMNACMNRBVNDKXBRYBMXLFCFGNBTC,Playfair
"Bpeorbdr  seyu ec;frfo ra od,adcueh aldta  mowsna f'",Rail Fence
"Nez fcisc; hap hpaq npaix oapxu, ivx sieuc rc hiyl'x",Affine
"Klv suhvhqfh dw wkh Wbudqwv Ihdvw, L khduh",Caesar
"Xyc fbaiojso qd jra Xuhkjjc Powid, M xowho",Vigenère
BFTQMKLIMYIMSZPDKLDNRALTGFBXSKCFRMIU,Playfair
"Hpe tTnFt ri rsnea h yat es,Ihaesectersa e",Rail Fence
"Rwu fpcucvsc iz zrc Zypivzu Hciuz, W rcipc",Affine
"Pdfgxiih olxhv lq glvjudfh. Vlu, fdq brx whoo",Caesar
"Cqmzkpbu hyeai ed zycchkyu. Csn, yqx oyq dabv",Vigenère
ORHCVEGFSEMLXSRYSXKNMBILKABMYGMVLKSUSU,Playfair
"Mu enscS   ladfelusi igae i,cnyutlcfi dr.raoe",Rail Fence
"Qisxehhc lwecu wv xwumpisc. Uwp, siv yae zcll",Affine
Zkhuh kh ehvwrzhv klpvhoih?,Caesar
Mxonu du xucpegai dywouvbu?,Vigenère
VYKMFCICILPRUGPBEALIPEIU,Playfair
We tsmfhr ebsoe isleehewhe?,Rail Fence
Orcpc rc ncuzaocu rwquclhc?,Affine
Orug. Wkh Vrqqhv ri Gxqfdqh,Caesar
Bebz. Jxo Cyjdoo yb Hqdmwdo,Vigenère
PMDKPDILNAMGPAKHWMBMMG,Playfair
L.en Daod h onso ucnrTSefne,Rail Fence
Lapx. Zrc Uavvcu ah Xevsivc,Affine
(Iurp zkrp wklv Wbudqw krogv wkh gxh ri Eluwk),Caesar
(Pbkc sxyi ddyc Dinqxp rkbno ddu zko ep Lsnjr),Vigenère
KONOVYNOPDSXQDMRRQFHTCTLCFCZFMIHKAPD,Playfair
(mohTno   BhFo hmti yathlstedeo it)rw sr dhufr,Rail Fence
(Hpaq oraq zrwu Zypivz ralxu zrc xec ah Nwpzr),Affine
"Olxhv lq wkh Hqjolvk Frxuw, dqg lv uhfhbx'g",Caesar
"Byeai ed pxo Oxcbsox Seenj, qxz so basouk'z",Vigenère
SEMLXSRQCFGMEQSXYHMVDZRABKTALEGCZC,Playfair
"Ls  l raieuie nteEgihCut n srcy'uihnso,d ed",Rail Fence
"Lwecu wv zrc Cvmlwur Saepz, ivx wu pcscye'x",Affine
"Ri wkh prvw Slrxv Hgzdug, zlwk vxfk judfh,",Caesar
"Ev pxo cyoj Fyyqi Utgwhn, gejr ieyx chkyu,",Vigenère
HPPDLCAPLQFAXLKCXNDKXGPDLXHYKNMBIU,Playfair
"OhoPsw,tugeftems iu dad ihsc rc,  toErw ha",Rail Fence
"Ah zrc qauz Fwaeu Cxoipx, owzr uesr mpisc,",Affine
"Wkdw wkh pdohxrohqfh ri Iruwxqh, qrwklqj",Caesar
"Jxkp ddu iqvakyhuxyu kv Vebpkxa, jeddyxc",Vigenère
PDRSPDLCMSLMMPGMELHPPHDZWMGMRPBFYQ,Playfair
"T  ee Fu hhttemlulneo otn,ntigahaocfreon",Rail Fence
"Zriz zrc qilcealcvsc ah Hapzevc, vazrwvm",Affine
Wdnhv iurp klv kljk uhvshfw. Wklwkhu Pdfgxiih,Caesar
Jquai bhyi rei dyqd baizasd. Xdyddub Wkytebvo,Vigenère
SREFPIMNOCSXBFFYMKTQLESZPDKSCFMOMBCZIVGF,Playfair
Tsoiire t deae rmhshg epc.TihrMcufkf  hstheaf,Rail Fence
Zigcu hpaq rwu rwmr pcufcsz. Zrwzrcp Qisxehhc,Affine
"Lv jrqh, wr sudb wkh Krob Nlqj, ysrq klv dbg",Caesar
"Yi cexa, pe lhku ddu Xevu Oedq, flex xso kut",Vigenère
SXFNMGPRTONBPDFCMPDGGAFWVHOYSXNBBZ,Playfair
"Io p  ynv  sgn,t ryteHl ig pnhsad eoahoK,oiy",Rail Fence
"Wu mavc, za fpiy zrc Raly Gwvm, jfav rwu iyx",Affine
"Wr zdnh Qruwkxpehuodqg, dqg zduolnh Vhbzdug,",Caesar
"Je squa Rkhddkwxubhqxz, wdn mknbsgu Iuisqbz,",Vigenère
PRXNEFANDZCVACKMSMRYRAYZRMSEEFLIGNRMBZ,Playfair
"TaNhenawiSaowk otubrad n alk ewr, erml,dreyd",Rail Fence
"Za oigc Vapzreqncplivx, ivx oiplwgc Ucyoipx,",Affine
Wkdw eb wkh khosh ri wkhvh (zlwk klp derxh),Caesar
Jxkp lu ddu duvlu kv pxoou (mspx dyw qlkko),Vigenère
PDRSDBPDFCLULFHPPDILGUKSBVBFORHAML,Playfair
T the sw  uhtb h ep ftee(ihhmaoeayeloh tib),Rail Fence
Zriz ny zrc rclfc ah zrcuc (owzr rwq inaec),Affine
Wr udwlilh wkh Zrunh) zh pdb djdlqh,Caesar
Je nqdevsa ddu Mebgu) mo cku kcqsju,Vigenère
PRMRSKGKKLCFVNDTGULCNBNIBSMG,Playfair
Taiho)  iortfeteWre emyaan i  kwage,Rail Fence
Za pizwhwc zrc Oapgc) oc qiy imiwvc,Affine
"Jlxh wr rxu Wdeohv phdwh, vohhsh wr rxu Qljkwv:",Caesar
"Wyea dk yqh Jqlhuc cowjo, chuolu pe kkb Xscxdo:",Vigenère
IKMLPRMVDZBIULLAIMLKTPIUFLKLAVMVMAKIDPXA,Playfair
"G oTee,e oNtiet u alsmae leet u ihsuorb tsporg:",Rail Fence
"Mwec za aep Zinlcu qcizc, ulccfc za aep Vwmrzu:",Affine
"Iuhh iurp rxu Ihdvwv, dqg Edqtxhwv eorrgb nqlxhv;",Caesar
"Vhoa pnew een Jaqcpi, qxz Fwdaqudo lheyzo gdsquc;",Vigenère
KOIUFGMNONZMGFBXLTRACDRALWKLXIPMRHDGAGMLXA,Playfair
"F mra,dntlyi;refo u ess n aqesbod nuseroFtaBu oke",Rail Fence
"Hpcc hpaq aep Hciuzu, ivx Nivkeczu nlaaxy gvwecu;",Affine
"Gr idlwkixoo Krpdjh, dqg uhfhlxh iuhh Krqruv,",Caesar
"Te bqspxpqbv Ryiqqa, wdn hoyusqu bhoa Lkdyni,",Vigenère
HRIOKSFPMUPCNONIIMRYMKELEXFGMKFCNANMXA,Playfair
"Daf a  e en,ofihulHmg,adrciefe oos tloeneurHr",Rail Fence
"Xa hiwzrhell Raqimc, ivx pcscwec hpcc Ravapu,",Affine
Doo zklfk zh slqh iru qrz. Dqg wklv uhsruw,Caesar
Qbv mresr mo fsju beb dys. Qdn jrei nuzkhd,Vigenère
MSQUBFHYUGSFMGPHMANVRAKZBFTAFLNMSZ,Playfair
Awh erwnhrrl hc epn o o.Adti eotliwifn  sp,Rail Fence
Ill orwsr oc fwvc hap vao. Ivx zrwu pcfapz,Affine
"Kdwk vr hadvshudwh wkhlu Nlqj, wkdw khh",Caesar
"Xqdd ck otqclubwjo jrayb Usjw, jrwj duo",Vigenère
BOPDPAIUBXLFMRLKPDFKDTGAKQBOPDIUIU,Playfair
"H epth ghhahs xseaeterKn,ta etoar ii te",Rail Fence
"Rizr ua ctiufcpizc zrcwp Gwvm, zriz rcc",Affine
Suhsduhv iru vrph dwwhpsw ri Zduuh,Caesar
Fholqbai beb iyiu wjdaczp yb Awhba,Vigenère
TOFLRMILPHATNOIMSZLKOLPRGVRMMK,Playfair
Pa  ett rrprsfrsm tep fWreeeooamoa,Rail Fence
Fpcfipcu hap uaqc izzcqfz ah Oippc,Affine
Ohq. Vhqw kh wr Pdfgxiih?,Caesar
Bux. Wadd xo jy Wkytebvo?,Vigenère
ULAQGMPDKLNOMBCZIVGF,Playfair
L t Mu?e.Sn et adfenehocf,Rail Fence
Lcv. Ucvz rc za Qisxehhc?,Affine
"Orug. Kh glg: dqg zlwk dq devroxwh Vlu, qrw L",Caesar
"Bebz. Xu zyn: kjt sydd kj kxiyhkda Weh, dyp M",Vigenère
PMDKCFBKBRRYXGPDRABIPAUMLKXSMARPSA,Playfair
"L. :dtnstinIod edd n iha boueSr o rHiaw al ,t",Rail Fence
"Lapx. Rc xwx: ivx owzr iv inualezc Uwp, vaz W",Affine
"Wkh forzgb Phvvhqjhu wxuqhv ph klv edfnh,",Caesar
"Jxo svkmnu Qaicadqah pkbjuc co xso lwsua,",Vigenère
PDLEPMZYCNILLIYQKMLZMAILCLBFXIMBEF,Playfair
"Tcden nmia,h lwyMsegrtre ehsbceeo seus  k",Rail Fence
"Zrc slaoxy Qcuucvmcp zepvcu qc rwu nisgc,",Affine
"Dqg kxpv; dv zkr vkrxog vdb, brx'o uxh wkh wlph",Caesar
"Qdn xeii; qc mrk cdeeht oqi, ikk'h bqu pxo jsiu",Vigenère
RACYMCXBQXFHPBMVTCXBBWHNMUMZKLCFSKCL,Playfair
"Ah;  us 'uhin us swosol a,yulretetmdmahhdyo   e",Rail Fence
"Ivx requ; iu ora uraelx uiy, yae'l pec zrc zwqc",Affine
Wkdw forjjhv ph zlwk wklv Dqvzhu,Caesar
Jxkp mheqcuc co mspx pxso Ejigah,Vigenère
PDRSEUNFIFLAGUKSDPBFXBAQUGAZ,Playfair
T g w sshtcogsm ihti nwraleethAe,Rail Fence
Zriz slammcu qc owzr zrwu Ivuocp,Affine
Ohqra. Dqg wkdw zhoo pljkw,Caesar
Buxkn. Kxz ddqd mohb iyqdj,Vigenère
ULANABRYPDRSUGSUUCKIDP,Playfair
Lxnhw heo.Adta elmgtn  tli,Rail Fence
Lcvat. Ivx zriz ocll qwmrz,Affine
"Dgxlvh klp wr d Fdxwlrq, w' krog zkdw glvwdqfh",Caesar
"Qteeio xsi dk k Mkqjskd, j' xyht sxkp neidwdma",Vigenère
RBXELIBFRLNRBMZLFARQFHTCVYRSBKTLRAEL,Playfair
"AsioCi h tscdiehmt  ato,t odwa itneu  aun'lhda",Rail Fence
"Ixewuc rwq za i Siezwav, z' ralx oriz xwuzivsc",Affine
Klv zlvhgrph fdq surxlgh. Vrph krob Dqjhoo,Caesar
Xyc msounkco skj zneeeto. Wkco xyho Qdqabv,Vigenère
BFQXSXKCNOLERATOMVKBILNOFCMPBNYQLUSU,Playfair
Hwd  u.moAli ieoecnpoie oehl nelssmardS yg,Rail Fence
Rwu owucxaqc siv fpaewxc. Uaqc raly Ivmcll,Affine
"Iobh wr wkh Frxuw ri Hqjodqg, dqg yqirog",Caesar
"Vbia dk ddu Seenj kv Udqhqxz, wdn lxbevz",Vigenère
EPCGPRPDLEMVDZHPGMEQRABRRYWOPHTC,Playfair
"F tCt l,dflet h or fEgad n nodyoeuonnavl",Rail Fence
"Hlyc za zrc Saepz ah Cvmlivx, ivx jvhalx",Affine
"Klv Phvvdjh huh kh frph, wkdw d vzliw eohvvlqj",Caesar
"Xyc Wooikcu aho xo syiu, jrwj w csypp lhucoyxc",Vigenère
BFLAILXBIFKMFCLENOKLBOSRQXKGSDULXAXSYQ,Playfair
"HMaeho tsteni esg r ecm,ta  wf lsigssee ehaibs",Rail Fence
"Rwu Qcuuimc cpc rc saqc, zriz i uowhz nlcuuwvm",Affine
"Pdb vrrqh uhwxuqh wr wklv rxu vxiihulqj Frxqwub,",Caesar
"Cqi iykdo hopkbju pe pxso yqh okpbubedq Myqddno,",Vigenère
ORBQAVNAKMKLZMMGPRPDSXMVATVEGFAKYQHMWMZDBW,Playfair
"Msete srfiCta on eun oti u ufrn onr,yorrthoseguy",Rail Fence
"Qiy uaavc pczepvc za zrwu aep uehhcpwvm Saevzpy,",Affine
Yqghu d kdqg dffxuv'g,Caesar
Ldnah w rwdn qmykbo'n,Vigenère
WOCKMRBORYMBEMATBZ,Playfair
Vrh udne  adacr'dancs,Rail Fence
Jvxcp i rivx issepu'x,Affine
Orug. Loh vhqg pb Sudbhuv zlwk klp.,Caesar
Bebz. Ybo iojt io Fhkuubo gejr xsi.,Vigenère
PMDKESILGMCRHQMRCGATXGPDBFAU,Playfair
L.enyastiod l edm ryr ihhmrIs Pew .,Rail Fence
Lapx. Wlc ucvx qy Fpiycpu owzr rwq.,Affine
Hahxqw.,Caesar
Unoqdd.,Vigenère
IULMRQ,Playfair
Enxute.,Rail Fence
Ctcevz.,Affine
Dfwxv Txduwxv. Vfhqd Sulpd.,Caesar
Qsdqi Gkknjeo. Isojq Fhsiq.,Vigenère
MBLZTSXMDZXLLBGMOSAKOR,Playfair
Asasc mcu uru.SeaPiatQt nr.,Rail Fence
Iszeu Keipzeu. Uscvi Fpwqi.,Affine
Wkxqghu. Hqwhu wkh wkuhh Zlwfkhv.,Caesar
Jxejton. Uddah pxo jrnuo Gspsrai.,Vigenère
PDWMCKMKRQKMPDKLDOIUGUKSHYIL,Playfair
Td ehh c.hne.EtrtetreWthsurn  eie,Rail Fence
Zrevxcp. Cvzcp zrc zrpcc Owzsrcu.,Affine
1 Wkulfh wkh eulqghg Fdw kdwk phz'g,Caesar
1 Xdhsyu pxo rbednat Sqd xkpx iug't,Vigenère
PDAKELPDICAKRYKCBMPDRSCOGUBZ,Playfair
1r  n  hw hietebiddCtht e'Tchreaamd,Rail Fence
1 Zrpwsc zrc npwvxcx Siz rizr qco'x,Affine
"2 Wkulfh, dqg rqfh wkh Khgjh-Sljjh zklq'g",Caesar
"2 Xdhsyu, qxz yjso jra Latqa-Tewqa gdyx't",Vigenère
PDAKELRAHRMYKLCFCFYKFLKIIFVYGABZ,Playfair
"2r,dche-ghd hie n neteHdePgewi'Tcao  gi n",Rail Fence
"2 Zrpwsc, ivx avsc zrc Rcxmc-Fwmmc orwv'x",Affine
"3 Kduslhu fulhv, 'wlv wlph, 'wlv wlph",Caesar
"3 Lwhzeub sbeuc, 'pyc jsiu, 'dei pywa",Vigenère
BOOTKFMDAKILSKTLEAKLSXSKCL,Playfair
"3rri sm' e ape re,'i ie tstmHicstt,ii",Rail Fence
"3 Ripfwcp spwcu, 'zwu zwqc, 'zwu zwqc",Affine
1 Urxqg derxw wkh Fdogurq jr:,Caesar
1 Vkkxz kxeep ddu Sqvzhyj qk:,Vigenère
MNWMBRHAZLPDLEMSKDNAFN,Playfair
1uateln: on bu h ado oRdotCrg,Rail Fence
1 Paevx inaez zrc Silxpav ma:,Affine
Lq wkh srbvrqg Hqwudlohv wkurz,Caesar
Yd pxo fyuiyjt Uddnqshuc jrneg,Vigenère
GAPDFLNHPARYGMZDBSULTLDONV,Playfair
Ihonni ontepyodEtalstrw  s reh,Rail Fence
Wv zrc fayuavx Cvzpiwlcu zrpao,Affine
"Wrdg, wkdw yqghu frog vwrqh,",Caesar
"Jekz, pxkp fjton mkbn idkdo,",Vigenère
PRRBPDRSWOCKMDMPBTPRMG,Playfair
"T,an dood htvdrcl tn,at eose",Rail Fence
"Zaix, zriz jvxcp salx uzavc,",Affine
"Gdbhv dqg Qljkwv, kd'v wkluwb rqh:",Caesar
"Tqiai wdn Xscxdo, dq'o ddybpo kdo:",Vigenère
BRCGXBRYAGFYLTBOTLBFDZHNMG,Playfair
"Dsdg,'hyeae n ihs astit n:yaNth ro",Rail Fence
"Xiycu ivx Vwmrzu, ri'u zrwpzy avc:",Affine
"Vzhowuhg Yhqrp vohhslqj jrw,",Caesar
"Imohjbat Luxkc oboafsjw ced,",Vigenère
QXLUZDKCUFANALULFLGAIWFNSZ,Playfair
"St oligwlrdVnmsepn o,eee egt",Rail Fence
"Uoclzpcx Jcvaq ulccfwvm maz,",Affine
Erboh wkrx iluvw l'wk' fkduphg srw,Caesar
Reihu pxyq pehcp s'jr' mdqbiun fyp,Vigenère
HACQKLFHVEKATLKSYHBOMOKCVHSZ,Playfair
Beoi hheool hufrtit'camdptyt s' r ,Rail Fence
Naylc zrae hwpuz w'zr' sripqcx faz,Affine
"Doo. Grxeoh, grxeoh, wrloh dqg wurxeoh;",Caesar
"Qbv. Hkklhu, tyqrva, peshu wdn jbkklhu;",Vigenère
MSTCMVCSKCMVCSKLAFULRAKZMNXCUL,Playfair
"A b b lnrll.Dul,dul,tieadtobeloeoeo  u;",Rail Fence
"Ill. Xaenlc, xaenlc, zawlc ivx zpaenlc;",Affine
"Iluh exuqh, dqg Fdxogurq exeeoh",Caesar
"Vyba lqhxa, wdn Mkqbnnex rexrva",Vigenère
GKMKCXMAIMRYBMMUKDNACXIACSIU,Playfair
"F naCd biebre n alrnbblru,duoue",Rail Fence
"Hwpc nepvc, ivx Sielxpav nennlc",Affine
"2 Iloohw ri d Ihqqb Vqdnh,",Caesar
"2 Jebvaj kv w Jadxu Wjqua,",Vigenère
GKSUULPRIOGFAWYGQARIIU,Playfair
"2l anSe ilto  en nk,FefFya",Rail Fence
"2 Hwllcz ah i Hcvvy Uvigc,",Affine
Lq wkh Fdxogurq erboh dqg ednh:,Caesar
Yd pxo Mkqbnnex ryubo qxz lwao:,Vigenère
GAPDLEMXTCMNAYNHULRACDRIIU,Playfair
IharbedknteCudo ol n ae  lnyab:,Rail Fence
Wv zrc Sielxpav naylc ivx nigc:,Affine
"Hbh ri Qhzw, dqg Wrh ri Iurjjh,",Caesar
"Uoo ep Xosj, qxz Xku kv Vhycwo,",Vigenère
GCFMGOGUSRRYPRFMIVKONFIF,Playfair
"Eoe   Fgy fNw,adTeo rgee tnofo,",Rail Fence
"Cyc ah Vcoz, ivx Zac ah Hpammc,",Affine
"Zrroo ri Edw, dqg Wrqjxh ri Grjjh:",Caesar
"Meyhb kv Rqd, kjt Jexcko ep Nycwo:",Vigenère
VNMPPMIHRSRAKZNAEWFMKHNFIF,Playfair
"Wl ,dn Deol fBt n ogeo og:ooaaTufg",Rail Fence
"Oaall ah Niz, ivx Zavmec ah Xammc:",Affine
"Dgghuv Irunh, dqg Eolqgh-zruphv Vwlqj,",Caesar
"Qtnahc Pynao, kjt Rbsjto-myncoo Wpyxc,",Vigenère
RBCKATPHDTIMRYCSGACKVNMOILTLGAIW,Playfair
"Aro,di-mSgdesFre n lnewre tn,d kaBdosi",Rail Fence
"Ixxcpu Hapgc, ivx Nlwvxc-oapqcu Uzwvm,",Affine
"Olcdugv ohjjh, dqg Krzohwv zlqj:",Caesar
"Byjwhno vawqa, wdn Rysbopi syxc:",Vigenère
SEXRDKTPFIIFRACYNVULLTXGYQ,Playfair
"Lrlenotiiad eg,adHweswn:zsg  l g",Rail Fence
"Lwdipxu lcmmc, ivx Raolczu owvm:",Affine
"Iru d Fkduph ri srzuhixoo wurxeoh,",Caesar
"Veb q Sxknco ep fyshobkvh dneexbo,",Vigenère
PHMRHYRMCLHPVHZNFGMUPLMNXCUL,Playfair
"Faa peloeo  hreo orfl rul,rCmfwutb",Rail Fence
"Hap i Sripqc ah faopchell zpaenlc,",Affine
"Olnh d Khoo-eurwk, erboh dqg exeeoh",Caesar
"Byua k Rohb-xhypx, ryubo qxz lqrlhu",Vigenère
SEEFOBLUSCMNPDHACQIMRYCXIACSIU,Playfair
"L ebho  bieaHl-rt,byeadbblk lo lnue",Rail Fence
"Lwgc i Rcll-npazr, naylc ivx nennlc",Affine
"Doo. Grxeoh, grxeoh, wrboh dqg wurxeoh,",Caesar
"Qbv. Hkklhu, tyqrva, peihu wdn jbkklhu,",Vigenère
MSTCMVCSKCMVCSKLNHULRAKZMNXCUL,Playfair
"A b b lnrll.Dul,dul,tyeadtobeloeoeo  u,",Rail Fence
"Ill. Xaenlc, xaenlc, zaylc ivx zpaenlc,",Affine
"Iluh exuqh, dqg Fdxogurq exeeoh",Caesar
"Vyba lqhxa, wdn Mkqbnnex rexrva",Vigenère
GKMKCXMAIMRYBMMUKDNACXIACSIU,Playfair
"F naCd biebre n alrnbblru,duoue",Rail Fence
"Hwpc nepvc, ivx Sielxpav nennlc",Affine
"3 Vfdoh ri Gudjrq, Wrrwk ri Zroih,",Caesar
"3 Wyqva yb Hnqqkd, Dykjr ep Gyhvo,",Vigenère
LBMSFMKHMRFNRQAVRPFHGVMPGF,Playfair
"3aorno We cl fDao,Toho of,Se g tfl",Rail Fence
"3 Usilc ah Xpimav, Zaazr ah Oalhc,",Affine
"Zlwfkhv Pxpphb, Pdz, dqg Jxoih",Caesar
"Mydyxoo Qqcwao, Wks, wdn Qehvo",Vigenère
XGLDCFLAMCCLCNNXRAYKMUGF,Playfair
"WhMeM  fice umy a,adGletsm,wnu",Rail Fence
"Owzsrcu Qeqqcy, Qio, ivx Melhc",Affine
Ri wkh udxlq'g vdow Vhd vkdunh:,Caesar
Ev pxo hkqyx't oqvp Waq oxknao:,Vigenère
HPPDKMMXGABTMSLTIMPBRMEF,Playfair
Oha'aSskfterundsl e hre  i taa:,Rail Fence
Ah zrc piewv'x uilz Uci uripgc:,Affine
"Urrwh ri Khporfnh, gljj'g l'wk' gdunh:",Caesar
"Heypu kv Xuwhemgu, tscw'z s'jr' nwhua:",Vigenère
